LOC100919053	XP_023354218.1
LOC100919053	XP_031807022.1
LOC116420914	XP_031805011.1
LOC105749646	XP_031805012.1
LOC100918791	XP_031807025.1
LOC116421482	XP_031807034.1
LOC100922713	XP_031807030.1
LOC111718993	XP_031805013.1
LOC100913756	XP_031807044.1
LOC105749010	XP_031805014.1
LOC105749000	XP_031807053.1
NUF2	XP_031807063.1
NUF2	XP_031807069.1
NUF2	XP_003762728.1
NUF2	XP_023354161.1
LOC111719491	XP_031805015.1
CHP2	XP_031807085.1
BET1	XP_031807107.1
LOC116421488	XP_031807092.1
LOC100920799	XP_031807117.1
LOC100920799	XP_031807137.1
LOC100920799	XP_023354436.1
LOC100920799	XP_012399608.1
GNGT1	XP_003763123.1
TFPI2	XP_031805017.1
CALCR	XP_031807148.1
LOC116420915	XP_031805018.1
VPS50	XP_031805019.1
HEPACAM2	XP_031805020.1
UBP1	XP_031807200.1
UBP1	XP_031807193.1
UBP1	XP_031807183.1
UBP1	XP_031807166.1
UBP1	XP_031807177.1
UBP1	XP_031807161.1
UBP1	XP_031807156.1
UBP1	XP_031807214.1
UBP1	XP_031807206.1
UBP1	XP_031807188.1
CLASP2	XP_031805021.1
PDCD6IP	XP_031807222.1
LOC116420917	XP_031805022.1
ARPP21	XP_031807240.1
ARPP21	XP_031807248.1
ARPP21	XP_031807263.1
ARPP21	XP_031807268.1
ARPP21	XP_031807323.1
ARPP21	XP_031807255.1
ARPP21	XP_031807272.1
ARPP21	XP_031807317.1
ARPP21	XP_031807294.1
ARPP21	XP_031807281.1
ARPP21	XP_031807333.1
ARPP21	XP_031807301.1
ARPP21	XP_031807307.1
ARPP21	XP_031807314.1
ARPP21	XP_031807287.1
STAC	XP_031807346.1
STAC	XP_023354287.2
LOC116421873	XP_031811797.1
DCLK3	XP_031812819.1
TRANK1	XP_031813390.1
LOC116421506	XP_031807355.1
IPPK	XP_031814412.1
CENPP	XP_031815278.1
ECM2	XP_031807365.1
ECM2	XP_031807375.1
ECM2	XP_031807379.1
ASPN	XP_031807401.1
ASPN	XP_031807404.1
ASPN	XP_031807409.1
OMD	XP_031807395.1
OGN	XP_031807425.1
OGN	XP_031807418.1
OGN	XP_031807422.1
NOL8	XP_031816182.1
IARS1	XP_031807435.1
IARS1	XP_031807429.1
LOC111719609	XP_031807440.1
ADCYAP1R1	XP_031807462.1
ADCYAP1R1	XP_031807453.1
ADCYAP1R1	XP_031807474.1
ADCYAP1R1	XP_031807469.1
LOC116422491	XP_031817022.1
MINDY4	XP_031807488.1
MINDY4	XP_031807481.1
MINDY4	XP_031807493.1
LOC100932343	XP_031817646.1
GARS1	XP_031818549.1
CTDSPL	XP_031819551.1
VILL	XP_031820321.1
PLCD1	XP_031807515.1
PLCD1	XP_031807506.1
DLEC1	XP_031821137.1
ACAA1	XP_031807518.1
HERPUD2	XP_031807533.1
HERPUD2	XP_031807528.1
SEPTIN7	XP_031807549.1
SEPTIN7	XP_031807545.1
SEPTIN7	XP_023354303.2
EEPD1	XP_031807569.1
KIAA0895	XP_031824478.1
ANLN	XP_031792600.1
AOAH	XP_031807574.1
ELMO1	XP_031807580.1
GPR141	XP_031807590.1
STK17A	XP_031807599.1
HECW1	XP_031807612.1
MRPL32	XP_031807628.1
PSMA2	XP_031807617.1
C1H7orf25	XP_031807645.1
C1H7orf25	XP_031807649.1
C1H7orf25	XP_031807639.1
GLI3	XP_003762705.2
INHBA	XP_031807671.1
SUGCT	XP_031807690.1
SUGCT	XP_031807685.1
MPLKIP	XP_031807700.1
CDK13	XP_031817463.1
RALA	XP_031807722.1
RALA	XP_031807730.1
RALA	XP_031807711.1
RALA	XP_003762678.1
YAE1	XP_023354123.1
VPS41	XP_031807770.1
VPS41	XP_031807767.1
VPS41	XP_031807758.1
AMPH	XP_031807781.1
AMPH	XP_031807791.1
