RASGRP1	XP_020846189.1
RASGRP1	XP_020846028.1
RASGRP1	XP_020846306.1
RASGRP1	XP_020845943.1
RASGRP1	XP_020846230.1
RASGRP1	XP_020845989.1
RASGRP1	XP_020846114.1
FAM98B	XP_020846427.1
SPRED1	XP_020846612.1
TMCO5A	XP_020846818.1
TMCO5A	XP_020846987.1
TMCO5A	XP_020846905.1
TMCO5A	XP_020847064.1
TMCO5A	XP_020847110.1
MEIS2	XP_020847849.1
MEIS2	XP_020847929.1
MEIS2	XP_020847365.1
MEIS2	XP_020847457.1
MEIS2	XP_020847537.1
MEIS2	XP_020847696.1
MEIS2	XP_020847986.1
MEIS2	XP_020848087.1
MEIS2	XP_020847622.1
MEIS2	XP_020847761.1
MEIS2	XP_020848028.1
MEIS2	XP_020848131.1
MEIS2	XP_020848194.1
CUNH15orf41	XP_020848815.1
CUNH15orf41	XP_020848987.1
CUNH15orf41	XP_020848912.1
CUNH15orf41	XP_020848666.1
CUNH15orf41	XP_020849039.1
CUNH15orf41	XP_020848746.1
LOC110209546	XP_020843861.1
DPH6	XP_020849404.1
DPH6	XP_020849469.1
DPH6	XP_020849589.1
DPH6	XP_020849711.1
DPH6	XP_020849526.1
DPH6	XP_020849640.1
LOC110209708	XP_020844025.1
ZNF770	XP_020850146.1
ZNF770	XP_020850212.1
ZNF770	XP_020850362.1
ZNF770	XP_020850288.1
AQR	XP_020850487.1
ACTC1	XP_020850605.1
ACTC1	XP_020850676.1
GJD2	XP_020847724.1
ARHGAP11A	XP_020851111.1
ARHGAP11A	XP_020850960.1
ARHGAP11A	XP_020851038.1
SCG5	XP_020851352.1
SCG5	XP_020851282.1
SCG5	XP_020851213.1
GREM1	XP_020851438.1
FMN1	XP_020851545.1
LOC110214857	XP_020851644.1
LOC110212650	XP_020849960.1
LOC110212650	XP_020850721.1
LOC110212650	XP_020849304.1
LOC110212650	XP_020848665.1
RYR3	XP_020851754.1
AVEN	XP_020852004.1
AVEN	XP_020851943.1
CHRM5	XP_020852121.1
EMC7	XP_020852246.1
KATNBL1	XP_020852883.1
KATNBL1	XP_020852951.1
KATNBL1	XP_020852782.1
EMC4	XP_020853081.1
SLC12A6	XP_020852424.1
SLC12A6	XP_020852495.1
SLC12A6	XP_020852352.1
SLC12A6	XP_020852583.1
SLC12A6	XP_020852679.1
NOP10	XP_020853600.1
NUTM1	XP_020853289.1
NUTM1	XP_020853365.1
LPCAT4	XP_020853474.1
LOC110215179	XP_020852454.1
LOC110215797	XP_020853559.1
LOC110216599	XP_020854474.1
LOC110217262	XP_020855553.1
LOC110216346	XP_020853846.1
LOC110217951	XP_020856447.1
LOC110218680	XP_020857525.1
LOC110209972	XP_020844456.1
LOC110220658	XP_020860781.1
LOC110216575	XP_020854116.1
LOC110222707	XP_020863878.1
LOC110223394	XP_020864905.1
LOC110192689	XP_020820041.1
LOC110193365	XP_020821119.1
