LOC122737647	XP_043835868.1
LOC122737647	XP_043835867.1
LOC122737647	XP_043835866.1
LOC122737647	XP_043835869.1
LOC122737647	XP_043835864.1
LOC122731602	XP_043827771.1
LOC122731602	XP_043827763.1
LOC122749231	
LOC122731657	
LOC122750120	
LOC122751409	
LOC122731641	XP_043827826.1
LOC122731648	XP_043827839.1
LOC122731627	XP_043827815.1
LOC122731627	XP_043827808.1
LOC122731627	XP_043827799.1
LOC122731617	XP_043827778.1
LOC122731617	XP_043827787.1
LOC122734563	XP_043831401.1
LOC122734563	XP_043831402.1
LOC122734563	XP_043831403.1
LOC122734563	XP_043831404.1
LOC122754066	XP_043858008.1
LOC122731620	XP_043827819.1
LOC122732544	XP_043828739.1
LOC122733762	XP_043830425.1
LOC122754078	XP_043858033.1
LOC122734378	XP_043831091.1
LOC122737762	XP_043835874.1
LOC122737762	XP_043835875.1
LOC122737762	XP_043835876.1
LOC122736260	XP_043834329.1
LOC122736260	XP_043834332.1
LOC122736260	XP_043834331.1
LOC122736261	XP_043834333.1
LOC122734514	XP_043831331.1
LOC122733792	XP_043830436.1
LOC122733792	XP_043830431.1
LOC122733639	XP_043830145.1
LOC122733639	XP_043830153.1
LOC122733691	XP_043830241.1
LOC122733934	XP_043830571.1
LOC122728261	XP_043822568.1
LOC122733699	XP_043830250.1
LOC122733699	XP_043830259.1
LOC122733630	XP_043830132.1
LOC122733821	XP_043830465.1
LOC122733901	XP_043830551.1
GSTT4	XP_043830542.1
GSTT2B	XP_043830495.1
GSTT2B	XP_043830485.1
GSTT2B	XP_043830504.1
LOC122733830	XP_043830474.1
LOC122734937	
LOC122734989	XP_043832160.1
LOC122735064	
LOC122733912	
LOC122735131	XP_043832394.1
LOC122735172	XP_043832466.1
LOC122735278	
LOC122735299	XP_043832670.1
LOC122733853	XP_043830523.1
LOC122733853	XP_043830516.1
LOC122733853	XP_043830528.1
LOC122733853	XP_043830533.1
LOC122733815	XP_043830452.1
LOC122736504	
LOC122733922	
LOC122736518	
LOC122733757	XP_043830405.1
LOC122733757	XP_043830389.1
LOC122733757	XP_043830397.1
LOC122733757	XP_043830419.1
LOC122733757	XP_043830412.1
LOC122733736	XP_043830346.1
LOC122736526	XP_043834746.1
LOC122733684	XP_043830229.1
LOC122733651	XP_043830191.1
LOC122733651	XP_043830200.1
LOC122733651	XP_043830165.1
LOC122733651	XP_043830210.1
LOC122733651	XP_043830173.1
LOC122733651	XP_043830218.1
LOC122733651	XP_043830182.1
LOC122733988	XP_043830617.1
LOC122733710	XP_043830272.1
LOC122733710	XP_043830309.1
LOC122733710	XP_043830299.1
LOC122733710	XP_043830282.1
LOC122733710	XP_043830320.1
LOC122733710	XP_043830289.1
LOC122736538	XP_043834775.1
LOC122736543	
LOC122736557	XP_043834809.1
LOC122733729	XP_043830334.1
LOC122736558	XP_043834810.1
LOC122736568	XP_043834828.1
LOC122736574	XP_043834834.1
LOC122736580	
LOC122733881	XP_043830537.1
LOC122735364	
LOC122736247	XP_043834303.1
SCARF2	XP_043834284.1
KLHL22	XP_043834116.1
MED15	XP_043820579.1
MED15	XP_043820571.1
MED15	XP_043820587.1
MED15	XP_043820597.1
MED15	XP_043820606.1
LOC122735789	XP_043833512.1
SMPD4	XP_043824561.1
MZT2B	XP_043833945.1
SLC7A4	XP_043845199.1
PPIL2	XP_043833260.1
PPIL2	XP_043833259.1
PPIL2	XP_043833257.1
YPEL1	XP_043829306.1
YPEL1	XP_043829288.1
YPEL1	XP_043829298.1
MAPK1	XP_043835860.1
PPM1F	XP_043860847.1
PPM1F	XP_043860832.1
PPM1F	XP_043860839.1
PPM1F	XP_043860856.1
PPM1F	XP_043860883.1
PPM1F	XP_043860872.1
TOP3B	XP_043834831.1
LOC122734314	XP_043830991.1
LOC122734314	XP_043830982.1
SDF2L1	XP_043858628.1
LOC122737177	XP_043835583.1
YDJC	XP_043831431.1
YDJC	XP_043831432.1
YDJC	XP_043831433.1
UBE2L3	XP_043825449.1
LOC122730383	XP_043825440.1
LOC122737401	XP_043835848.1
HIC2	XP_043836561.1
TMEM191C	XP_043832655.1
PI4KA	XP_043837096.1
PI4KA	XP_043837089.1
SERPIND1	XP_043837107.1
SNAP29	XP_043837110.1
SNAP29	XP_043837113.1
CRKL	XP_043861335.1
LOC122744163	XP_043845505.1
AIFM3	XP_043824243.1
AIFM3	XP_043824252.1
AIFM3	XP_043824260.1
LZTR1	XP_043859320.1
THAP7	XP_043859327.1
LOC122734583	XP_043831435.1
LRRC74B	XP_043832706.1
P2RX6	XP_043830943.1
LOC122734294	XP_043830942.1
RTN4R	XP_043832583.1
LOC122744167	XP_043845519.1
CCDC188	XP_043845525.1
LOC122744184	XP_043845535.1
LOC122736927	XP_043835261.1
LOC122736927	XP_043835263.1
LOC122735416	XP_043832893.1
LOC122744190	XP_043845548.1
LOC122734769	XP_043831782.1
LOC122750889	XP_043853731.1
LOC122734566	XP_043831411.1
LOC122734566	XP_043831409.1
LOC122734566	XP_043831407.1
LOC122734566	XP_043831408.1
LOC122738851	XP_043836691.1
LOC122738851	XP_043836686.1
LOC122734685	XP_043831626.1
LOC122735147	XP_043832422.1
LOC122744197	XP_043845559.1
LOC122744203	XP_043845571.1
ZDHHC8	XP_043843106.1
ZDHHC8	XP_043843097.1
ZDHHC8	XP_043843114.1
RANBP1	XP_043859593.1
RANBP1	XP_043859587.1
TRMT2A	XP_043859570.1
TRMT2A	XP_043859577.1
TRMT2A	XP_043859557.1
TRMT2A	XP_043859562.1
TRMT2A	XP_043859550.1
DGCR8	XP_043827355.1
DGCR8	XP_043827347.1
TANGO2	XP_043835140.1
TANGO2	XP_043835139.1
TANGO2	XP_043835141.1
ARVCF	XP_043843392.1
ARVCF	XP_043843384.1
ARVCF	XP_043843334.1
ARVCF	XP_043843358.1
ARVCF	XP_043843349.1
ARVCF	XP_043843366.1
ARVCF	XP_043843340.1
ARVCF	XP_043843376.1
COMT	XP_043843698.1
COMT	XP_043843712.1
COMT	XP_043843706.1
COMT	XP_043843721.1
TXNRD2	XP_043843662.1
TXNRD2	XP_043843603.1
TXNRD2	XP_043843596.1
TXNRD2	XP_043843586.1
TXNRD2	XP_043843641.1
TXNRD2	XP_043843631.1
TXNRD2	XP_043843621.1
TXNRD2	XP_043843610.1
TXNRD2	XP_043843657.1
TXNRD2	XP_043843649.1
TXNRD2	XP_043843684.1
TXNRD2	XP_043843676.1
TXNRD2	XP_043843668.1
GNB1L	XP_043831279.1
GNB1L	XP_043831277.1
GNB1L	XP_043831280.1
TBX1	XP_043834720.1
GP1BB	XP_043843085.1
SEPTIN5	XP_043843072.1
SEPTIN5	XP_043843057.1
SEPTIN5	XP_043843065.1
LOC122736701	XP_043835021.1
LOC122736701	XP_043835022.1
CLDN5	XP_043833371.1
CDC45	XP_043823274.1
CDC45	XP_043823285.1
UFD1	XP_043823308.1
UFD1	XP_043823298.1
C1H22orf39	XP_043859680.1
C1H22orf39	XP_043859767.1
MRPL40	XP_043825844.1
LOC122734708	XP_043831656.1
LOC122734708	XP_043831655.1
LOC122734708	XP_043831657.1
CLTCL1	XP_043859622.1
CLTCL1	XP_043859605.1
CLTCL1	XP_043859631.1
CLTCL1	XP_043859612.1
SLC25A1	XP_043855166.1
LOC122751964	XP_043855154.1
LOC122735551	XP_043833107.1
LOC122735551	XP_043833109.1
LOC122735551	XP_043833108.1
GSC2	XP_043845614.1
ESS2	XP_043834846.1
ESS2	XP_043834848.1
ESS2	XP_043834847.1
TSSK2	XP_043834666.1
LOC122736482	XP_043834669.1
DGCR2	XP_043837071.1
DGCR2	XP_043837075.1
DGCR2	XP_043837080.1
LOC122734396	XP_043831134.1
LOC122734396	XP_043831136.1
LOC122734396	XP_043831135.1
LOC122744256	XP_043845633.1
RSPH14	XP_043845432.1
GNAZ	XP_043845419.1
LOC122736944	XP_043835277.1
LOC122736944	XP_043835278.1
LOC122736944	XP_043835279.1
LOC122727488	XP_043820994.1
LOC122727488	XP_043820984.1
LOC122727488	XP_043821002.1
LOC122727469	XP_043820963.1
LOC122727469	XP_043820956.1
LOC122727469	XP_043820972.1
LOC122744265	XP_043845644.1
SLC5A1	XP_043828488.1
SLC5A1	XP_043828497.1
SLC5A1	XP_043828481.1
SLC5A1	XP_043828515.1
SLC5A1	XP_043828506.1
YWHAH	XP_043831076.1
LOC122744274	XP_043845656.1
ANHX	XP_043847683.1
DEPDC5	XP_043858124.1
DEPDC5	XP_043858156.1
DEPDC5	XP_043858148.1
DEPDC5	XP_043858131.1
DEPDC5	XP_043858139.1
DEPDC5	XP_043858116.1
DEPDC5	XP_043858168.1
PRR14L	XP_043836457.1
PRR14L	XP_043836470.1
PRR14L	XP_043836463.1
LOC122735778	XP_043833490.1
PISD	XP_043835887.1
PISD	XP_043835885.1
PISD	XP_043835884.1
PISD	XP_043835883.1
PISD	XP_043835882.1
PISD	XP_043835888.1
SFI1	XP_043835878.1
SFI1	XP_043835879.1
SFI1	XP_043835881.1
SFI1	XP_043835880.1
LOC122744294	XP_043845687.1
EIF4ENIF1	XP_043832296.1
EIF4ENIF1	XP_043832295.1
DRG1	XP_043835156.1
PATZ1	XP_043833454.1
PATZ1	XP_043833455.1
PATZ1	XP_043833452.1
PATZ1	XP_043833453.1
PATZ1	XP_043833456.1
PATZ1	XP_043833457.1
LOC122734772	XP_043831787.1
LOC122734772	XP_043831788.1
LOC122734772	XP_043831786.1
PIK3IP1	XP_043830930.1
LIMK2	XP_043831213.1
LIMK2	XP_043831215.1
RNF185	XP_043830946.1
PLA2G3	XP_043845695.1
INPP5J	XP_043832748.1
INPP5J	XP_043832747.1
INPP5J	XP_043832749.1
SELENOM	XP_043818815.1
SMTN	XP_043818791.1
SMTN	XP_043818800.1
SMTN	XP_043818784.1
SMTN	XP_043818771.1
SMTN	XP_043818778.1
SMTN	XP_043818807.1
MORC2	XP_043828100.1
MORC2	XP_043828095.1
MORC2	XP_043828088.1
LOC122735022	XP_043832201.1
LOC122728875	XP_043823537.1
LOC122728875	XP_043823536.1
OSBP2	XP_043823517.1
OSBP2	XP_043823520.1
OSBP2	XP_043823522.1
OSBP2	XP_043823525.1
OSBP2	XP_043823532.1
OSBP2	XP_043823528.1
OSBP2	XP_043823529.1
LOC122744314	XP_043845701.1
C1H5orf52	XP_043835246.1
DUSP18	XP_043835247.1
SLC35E4	XP_043835245.1
TCN2	XP_043835244.1
TCN2	XP_043835243.1
PES1	XP_043836234.1
LOC122738265	XP_043836261.1
LOC122738252	XP_043836243.1
LOC122738252	XP_043836249.1
LOC122736193	XP_043834218.1
LOC122744325	XP_043845711.1
LOC122736058	XP_043833991.1
LOC122744332	XP_043845722.1
MTFP1	XP_043835317.1
SEC14L2	XP_043836064.1
SEC14L2	XP_043836072.1
RNF215	XP_043835557.1
CCDC157	XP_043831668.1
CCDC157	XP_043831669.1
CCDC157	XP_043831670.1
CCDC157	XP_043831671.1
CCDC157	XP_043831672.1
SF3A1	XP_043831667.1
TBC1D10A	XP_043834984.1
LOC122744349	XP_043845744.1
CASTOR1	XP_043850633.1
CASTOR1	XP_043850553.1
OSM	XP_043835441.1
LIF	XP_043830680.1
HORMAD2	XP_043834334.1
MTMR3	XP_043835518.1
MTMR3	XP_043835525.1
MTMR3	XP_043835509.1
MTMR3	XP_043835553.1
MTMR3	XP_043835547.1
MTMR3	XP_043835539.1
MTMR3	XP_043835531.1
MTMR3	XP_043835564.1
MTMR3	XP_043835558.1
ASCC2	XP_043829139.1
ASCC2	XP_043829117.1
ASCC2	XP_043829154.1
ASCC2	XP_043829132.1
ASCC2	XP_043829160.1
ASCC2	XP_043829125.1
ASCC2	XP_043829172.1
ASCC2	XP_043829148.1
ASCC2	XP_043829167.1
LOC122734481	XP_043831273.1
