CACNA1B	XP_055000278.1
CACNA1B	XP_055000263.1
CACNA1B	XP_055000243.1
CACNA1B	XP_055000270.1
CACNA1B	XP_055000252.1
CACNA1B	XP_055000236.1
CACNA1B	XP_055000225.1
EHMT1	XP_054980178.1
EHMT1	XP_054980177.1
EHMT1	XP_054980180.1
EHMT1	XP_054980179.1
EHMT1	XP_054980175.1
EHMT1	XP_054980176.1
EHMT1	XP_054980181.1
ARRDC1	XP_054996045.1
ZMYND19	XP_054996899.1
ZMYND19	XP_054996906.1
DPH7	XP_054996889.1
MRPL41	XP_004613291.1
PNPLA7	XP_054979651.1
PNPLA7	XP_054979645.1
PNPLA7	XP_054979633.1
PNPLA7	XP_054979638.1
NSMF	XP_054979670.1
NSMF	XP_054979676.1
NSMF	XP_054979663.1
NSMF	XP_004613292.1
ENTPD8	XP_004613413.2
EXD3	XP_055000147.1
EXD3	XP_055000151.1
EXD3	XP_055000154.1
EXD3	XP_055000152.1
EXD3	XP_055000150.1
EXD3	XP_055000149.1
EXD3	XP_055000148.1
NRARP	XP_054993674.1
TOR4A	XP_004613415.2
NELFB	XP_054979944.1
STPG3	XP_004613417.1
FAM166A	XP_004613298.1
TUBB4B	XP_054980092.1
SLC34A3	XP_054980077.1
SLC34A3	XP_054980076.1
CYSRT1	XP_004613301.2
RNF208	XP_004613419.2
LOC129400858	XP_054979946.1
NDOR1	XP_054980081.1
NDOR1	XP_004613420.2
TMEM203	XP_004613421.2
TPRN	XP_054980080.1
SSNA1	XP_054980109.1
ANAPC2	XP_004613423.2
TMEM210	XP_054980098.1
TMEM210	XP_054980099.1
TMEM210	XP_004613424.1
LRRC26	XP_054979948.1
GRIN1	XP_054980071.1
GRIN1	XP_054980070.1
GRIN1	XP_054980069.1
GRIN1	XP_054980068.1
GRIN1	XP_054980065.1
GRIN1	XP_054980067.1
GRIN1	XP_054980066.1
GRIN1	XP_054980064.1
LOC129400860	XP_054979950.1
DPP7	XP_054980088.1
MAN1B1	XP_054980079.1
MAN1B1	XP_054980078.1
UAP1L1	XP_054980087.1
SAPCD2	XP_054979952.1
ENTPD2	XP_054980072.1
ENTPD2	XP_004613429.2
NPDC1	XP_054980097.1
FUT7	XP_004613431.1
ABCA2	XP_054980052.1
ABCA2	XP_054980053.1
CLIC3	XP_004613302.1
PAXX	XP_004613434.1
LCNL1	XP_054980102.1
PTGDS	XP_054980101.1
PTGDS	XP_004613436.1
C8G	XP_004613437.1
FBXW5	XP_054980082.1
TRAF2	XP_054980086.1
TRAF2	XP_004613304.1
TRAF2	XP_054980085.1
EDF1	XP_054980105.1
MAMDC4	XP_054979963.1
PHPT1	XP_054980107.1
AJM1	XP_054980063.1
RABL6	XP_054980075.1
RABL6	XP_054980074.1
CCDC183	XP_054980090.1
CCDC183	XP_054980089.1
CCDC183	XP_054980091.1
TMEM141	XP_004613443.1
LOC101540750	XP_054980096.1
LOC101540750	XP_054980095.1
LOC129400873	XP_054980108.1
LOC129400862	XP_054979970.1
LOC129400863	XP_054979972.1
LOC129400872	XP_054980103.1
GLT6D1	XP_054979977.1
LOC101550520	XP_054980104.1
SOHLH1	XP_054979995.1
KCNT1	XP_054980058.1
KCNT1	XP_054980059.1
KCNT1	XP_054980061.1
KCNT1	XP_054980062.1
CAMSAP1	XP_054980057.1
CAMSAP1	XP_054980056.1
CAMSAP1	XP_054980054.1
UBAC1	XP_054980094.1
NACC2	XP_054980083.1
NACC2	XP_054980084.1
TMEM250	XP_054999367.1
LHX3	XP_054978059.1
LHX3	XP_054978055.1
QSOX2	XP_004613453.2
GPSM1	XP_054975193.1
GPSM1	XP_054975203.1
GPSM1	XP_054975195.1
GPSM1	XP_054975218.1
GPSM1	XP_054975209.1
DNLZ	XP_004613455.1
CARD9	XP_054990733.1
CARD9	XP_054990741.1
CARD9	XP_054990745.1
CARD9	XP_012789229.1
SNAPC4	XP_054990719.1
SNAPC4	XP_054990712.1
SNAPC4	XP_054990708.1
SNAPC4	XP_054990701.1
ENTR1	XP_054988367.1
PMPCA	XP_054988357.1
INPP5E	XP_054988348.1
SEC16A	XP_054987583.1
SEC16A	XP_054987587.1
SEC16A	XP_054987573.1
SEC16A	XP_054987594.1
SEC16A	XP_054987569.1
NOTCH1	XP_054988920.1
EGFL7	XP_054989109.1
EGFL7	XP_054989102.1
EGFL7	XP_054989095.1
EGFL7	XP_054989130.1
EGFL7	XP_054989138.1
