LOC119928319	XP_038602412.1
LOC119928319	XP_038602404.1
GOLGB1	XP_038602810.1
LOC119933103	XP_038608333.1
NME6	XP_038600596.1
NME6	XP_038600606.1
NME6	XP_038600614.1
NME6	XP_038600633.1
NME6	XP_038600623.1
LOC119919854	XP_038596583.1
LOC119919854	XP_038596657.1
ARSA	XP_038598193.1
IQCB1	XP_038603496.1
IQCB1	XP_038603495.1
LOC119931249	XP_038605787.1
SLC15A2	XP_038608881.1
LOC119933402	XP_038608832.1
LOC119933402	XP_038608850.1
LOC119933402	XP_038608841.1
LOC119933402	XP_038608869.1
LOC119933402	XP_038608860.1
LOC119932072	XP_038606850.1
HSPBAP1	XP_038604007.1
HSPBAP1	XP_038603998.1
SLC49A4	XP_038599274.1
SEMA5B	XP_038606509.1
SEMA5B	XP_038606517.1
SEMA5B	XP_038606524.1
PDIA5	XP_038606569.1
SEC22A	XP_038600415.1
SEC22A	XP_038600414.1
ADCY5	XP_038607299.1
HACD2	XP_038603194.1
MYLK	XP_038607409.1
CCDC14	XP_038600373.1
CCDC14	XP_038600372.1
LOC119931774	XP_038606606.1
KALRN	XP_038608758.1
KALRN	XP_038608767.1
UMPS	XP_038598537.1
ITGB5	XP_038598472.1
MUC13	XP_038603212.1
LOC119932558	XP_038607820.1
HEG1	XP_038608062.1
SLC12A8	XP_038607858.1
ZNF148	XP_038601801.1
SNX4	XP_038607380.1
SNX4	XP_038607372.1
OSBPL11	XP_038606464.1
LOC119925345	XP_038599365.1
LMLN	XP_038599514.1
LOC119932809	XP_038607892.1
DTX3L	XP_038608001.1
PARP9	XP_038608121.1
FAIM	XP_038602030.1
FAIM	XP_038602028.1
ESYT3	XP_038608258.1
CFAP221	XP_038602932.1
LOC119933116	XP_038608386.1
LOC119933190	XP_038608518.1
STEAP3	XP_038599193.1
C1QL2	XP_038601995.1
MARCO	XP_038601993.1
EN1	XP_038601994.1
INSIG2	XP_038600872.1
CCDC93	XP_038607465.1
CCDC93	XP_038607473.1
